"T","U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
249.99,293.64,0,0,30317,1,6.61,1.61,-1,-1
250.32,293.66,0,0,30318,1,6.62,1.62,-1,-1
250.66,293.69,0,0,30318,1,6.63,1.63,-1,-1
250.99,293.71,0,0,30318,1,6.64,1.64,-1,-1
251.32,293.74,0,0,30319,1,6.65,1.65,-1,-1
251.66,293.76,0,0,30319,1,6.66,1.66,-1,-1
251.99,293.79,0,0,30319,1,6.67,1.67,-1,-1
252.32,293.81,0,0,30320,1,6.68,1.68,-1,-1
252.65,293.83,0,0,30320,1,6.69,1.69,-1,-1
252.99,293.86,0,0,30320,1,6.7,1.7,-1,-1
254.42,293.87,0,0,30318,1,6.71,1.71,-1,-1
255.84,293.88,0,0,30316,1,6.72,1.72,-1,-1
257.27,293.9,0,0,30314,1,6.73,1.73,-1,-1
258.7,293.91,0,0,30312,1,6.74,1.74,-1,-1
260.13,293.92,0,0,30310,1,6.75,1.75,-1,-1
261.56,293.94,0,0,30308,1,6.76,1.76,-1,-1
262.99,293.95,0,0,30306,1,6.77,1.77,-1,-1
264.42,293.96,0,0,30304,1,6.78,1.78,-1,-1
265.85,293.97,0,0,30302,1,6.79,1.79,-1,-1
267.27,293.99,0,0,30300,1,6.8,1.8,-1,-1
270.07,293.96,0,0,30298,1,6.81,1.81,-1,-1
272.87,293.94,0,0,30295,1,6.82,1.82,-1,-1
275.67,293.92,0,0,30292,1,6.83,1.83,-1,-1
278.47,293.9,0,0,30289,1,6.84,1.84,-1,-1
281.27,293.88,0,0,30286,1,6.85,1.85,-1,-1
284.07,293.85,0,0,30284,1,6.86,1.86,-1,-1
286.87,293.83,0,0,30281,1,6.87,1.87,-1,-1
289.67,293.81,0,0,30278,1,6.88,1.88,-1,-1
292.47,293.79,0,0,30275,1,6.89,1.89,-1,-1
295.27,293.76,0,0,30272,1,6.9,1.9,-1,-1
298.43,293.73,0,0,30272,1,6.91,1.91,-1,-1
301.6,293.69,0,0,30271,1,6.92,1.92,-1,-1
304.76,293.66,0,0,30271,1,6.93,1.93,-1,-1
307.92,293.62,0,0,30270,1,6.94,1.94,-1,-1
311.08,293.59,0,0,30269,1,6.95,1.95,-1,-1
314.25,293.55,0,0,30269,1,6.96,1.96,-1,-1
317.41,293.51,0,0,30268,1,6.97,1.97,-1,-1
320.57,293.48,0,0,30267,1,6.98,1.98,-1,-1
323.74,293.44,0,0,30267,1,6.99,1.99,-1,-1
326.9,293.41,0,0,30266,1,7,2,-1,-1
329.58,293.39,0,0,30266,1,7.01,2.01,-1,-1
332.25,293.37,0,0,30267,1,7.02,2.02,-1,-1
334.92,293.35,0,0,30268,1,7.03,2.03,-1,-1
337.6,293.33,0,0,30268,1,7.04,2.04,-1,-1
340.27,293.31,0,0,30269,1,7.05,2.05,-1,-1
342.95,293.29,0,0,30270,1,7.06,2.06,-1,-1
345.62,293.27,0,0,30270,1,7.07,2.07,-1,-1
348.29,293.25,0,0,30271,1,7.08,2.08,-1,-1
350.97,293.23,0,0,30271,1,7.09,2.09,-1,-1
353.64,293.21,0,0,30272,1,7.1,2.1,-1,-1
355.66,293.21,0,0,30273,1,7.11,2.11,-1,-1
357.68,293.21,0,0,30273,1,7.12,2.12,-1,-1
359.7,293.21,0,0,30273,1,7.13,2.13,-1,-1
361.72,293.21,0,0,30274,1,7.14,2.14,-1,-1
363.73,293.2,0,0,30274,1,7.15,2.15,-1,-1
365.75,293.2,0,0,30275,1,7.16,2.16,-1,-1
367.77,293.2,0,0,30275,1,7.17,2.17,-1,-1
369.79,293.2,0,0,30275,1,7.18,2.18,-1,-1
371.81,293.2,0,0,30276,1,7.19,2.19,-1,-1
373.83,293.2,0,0,30276,1,7.2,2.2,-1,-1
375.2,293.21,0,0,30276,1,7.21,2.21,-1,-1
376.58,293.22,0,0,30275,1,7.22,2.22,-1,-1
377.96,293.22,0,0,30274,1,7.23,2.23,-1,-1
379.33,293.23,0,0,30274,1,7.24,2.24,-1,-1
380.71,293.24,0,0,30273,1,7.25,2.25,-1,-1
382.08,293.25,0,0,30273,1,7.26,2.26,-1,-1
383.46,293.26,0,0,30272,1,7.27,2.27,-1,-1
384.84,293.27,0,0,30271,1,7.28,2.28,-1,-1
386.21,293.28,0,0,30271,1,7.29,2.29,-1,-1
387.59,293.28,0,0,30270,1,7.3,2.3,-1,-1
388.42,293.29,0,0,30270,1,7.31,2.31,-1,-1
389.25,293.3,0,0,30269,1,7.32,2.32,-1,-1
390.09,293.31,0,0,30269,1,7.33,2.33,-1,-1
390.92,293.32,0,0,30268,1,7.34,2.34,-1,-1
391.75,293.33,0,0,30268,1,7.35,2.35,-1,-1
392.59,293.34,0,0,30267,1,7.36,2.36,-1,-1
393.42,293.35,0,0,30267,1,7.37,2.37,-1,-1
394.25,293.35,0,0,30266,1,7.38,2.38,-1,-1
395.09,293.36,0,0,30266,1,7.39,2.39,-1,-1
395.92,293.37,0,0,30265,1,7.4,2.4,-1,-1
396.34,293.37,0,0,30265,1,7.41,2.41,-1,-1
396.76,293.38,0,0,30265,1,7.42,2.42,-1,-1
397.18,293.38,0,0,30265,1,7.43,2.43,-1,-1
397.6,293.38,0,0,30265,1,7.44,2.44,-1,-1
398.02,293.38,0,0,30265,1,7.45,2.45,-1,-1
398.44,293.38,0,0,30265,1,7.46,2.46,-1,-1
398.86,293.38,0,0,30265,1,7.47,2.47,-1,-1
399.28,293.38,0,0,30265,1,7.48,2.48,-1,-1
399.69,293.39,0,0,30265,1,7.49,2.49,-1,-1
400.11,293.39,0,0,30265,1,7.5,2.5,-1,-1
400.26,293.38,0,0,30265,1,7.51,2.51,-1,-1
400.41,293.37,0,0,30265,1,7.52,2.52,-1,-1
400.56,293.36,0,0,30265,1,7.53,2.53,-1,-1
400.7,293.35,0,0,30264,1,7.54,2.54,-1,-1
400.85,293.34,0,0,30264,1,7.55,2.55,-1,-1
401,293.33,0,0,30264,1,7.56,2.56,-1,-1
401.15,293.32,0,0,30263,1,7.57,2.57,-1,-1
401.29,293.31,0,0,30263,1,7.58,2.58,-1,-1
401.44,293.3,0,0,30263,1,7.59,2.59,-1,-1
401.59,293.29,0,0,30263,1,7.6,2.6,-1,-1
401.58,293.27,0,0,30262,1,7.61,2.61,-1,-1
401.57,293.25,0,0,30261,1,7.62,2.62,-1,-1
401.57,293.23,0,0,30260,1,7.63,2.63,-1,-1
401.56,293.21,0,0,30260,1,7.64,2.64,-1,-1
401.55,293.19,0,0,30259,1,7.65,2.65,-1,-1
401.55,293.17,0,0,30258,1,7.66,2.66,-1,-1
401.54,293.15,0,0,30257,1,7.67,2.67,-1,-1
401.53,293.13,0,0,30257,1,7.68,2.68,-1,-1
401.53,293.11,0,0,30256,1,7.69,2.69,-1,-1
401.52,293.09,0,0,30255,1,7.7,2.7,-1,-1
401.39,293.07,0,0,30255,1,7.71,2.71,-1,-1
401.26,293.05,0,0,30254,1,7.72,2.72,-1,-1
401.13,293.03,0,0,30254,1,7.73,2.73,-1,-1
401,293,0,0,30253,1,7.74,2.74,-1,-1
400.87,292.98,0,0,30253,1,7.75,2.75,-1,-1
400.74,292.96,0,0,30252,1,7.76,2.76,-1,-1
400.61,292.94,0,0,30252,1,7.77,2.77,-1,-1
400.47,292.91,0,0,30252,1,7.78,2.78,-1,-1
400.34,292.89,0,0,30251,1,7.79,2.79,-1,-1
400.21,292.87,0,0,30251,1,7.8,2.8,-1,-1
400.02,292.84,0,0,30249,1,7.81,2.81,-1,-1
399.83,292.81,0,0,30247,1,7.82,2.82,-1,-1
399.65,292.79,0,0,30246,1,7.83,2.83,-1,-1
399.46,292.76,0,0,30244,1,7.84,2.84,-1,-1
399.27,292.73,0,0,30242,1,7.85,2.85,-1,-1
399.08,292.71,0,0,30240,1,7.86,2.86,-1,-1
398.89,292.68,0,0,30239,1,7.87,2.87,-1,-1
398.7,292.65,0,0,30237,1,7.88,2.88,-1,-1
398.51,292.62,0,0,30235,1,7.89,2.89,-1,-1
398.32,292.6,0,0,30234,1,7.9,2.9,-1,-1
398.19,292.56,0,0,30231,1,7.91,2.91,-1,-1
398.05,292.53,0,0,30228,1,7.92,2.92,-1,-1
397.92,292.5,0,0,30226,1,7.93,2.93,-1,-1
397.79,292.46,0,0,30223,1,7.94,2.94,-1,-1
397.65,292.43,0,0,30220,1,7.95,2.95,-1,-1
397.52,292.4,0,0,30218,1,7.96,2.96,-1,-1
397.39,292.36,0,0,30215,1,7.97,2.97,-1,-1
397.25,292.33,0,0,30212,1,7.98,2.98,-1,-1
397.12,292.29,0,0,30210,1,7.99,2.99,-1,-1
396.99,292.26,0,0,30207,1,8,3,-1,-1
396.93,292.22,0,0,30206,1,8.01,3.01,-1,-1
396.87,292.19,0,0,30205,1,8.02,3.02,-1,-1
396.81,292.15,0,0,30203,1,8.03,3.03,-1,-1
396.75,292.11,0,0,30202,1,8.04,3.04,-1,-1
396.69,292.07,0,0,30201,1,8.05,3.05,-1,-1
396.63,292.04,0,0,30199,1,8.06,3.06,-1,-1
396.57,292,0,0,30198,1,8.07,3.07,-1,-1
396.51,291.96,0,0,30197,1,8.08,3.08,-1,-1
396.46,291.92,0,0,30195,1,8.09,3.09,-1,-1
396.4,291.88,0,0,30194,1,8.1,3.1,-1,-1
396.39,291.84,0,0,30194,1,8.11,3.11,-1,-1
396.37,291.8,0,0,30193,1,8.12,3.12,-1,-1
396.36,291.76,0,0,30193,1,8.13,3.13,-1,-1
396.35,291.71,0,0,30193,1,8.14,3.14,-1,-1
396.34,291.67,0,0,30192,1,8.15,3.15,-1,-1
396.33,291.63,0,0,30192,1,8.16,3.16,-1,-1
396.32,291.59,0,0,30191,1,8.17,3.17,-1,-1
396.3,291.54,0,0,30191,1,8.18,3.18,-1,-1
396.29,291.5,0,0,30191,1,8.19,3.19,-1,-1
396.28,291.46,0,0,30190,1,8.2,3.2,-1,-1
396.28,291.39,0,0,30186,1,8.21,3.21,-1,-1
396.28,291.33,0,0,30182,1,8.22,3.22,-1,-1
396.28,291.27,0,0,30177,1,8.23,3.23,-1,-1
396.28,291.2,0,0,30173,1,8.24,3.24,-1,-1
396.28,291.14,0,0,30169,1,8.25,3.25,-1,-1
396.28,291.08,0,0,30165,1,8.26,3.26,-1,-1
396.28,291.01,0,0,30160,1,8.27,3.27,-1,-1
396.27,290.95,0,0,30156,1,8.28,3.28,-1,-1
396.27,290.89,0,0,30152,1,8.29,3.29,-1,-1
396.27,290.82,0,0,30148,1,8.3,3.3,-1,-1
396.26,290.72,0,0,30138,1,8.31,3.31,-1,-1
396.25,290.61,0,0,30129,1,8.32,3.32,-1,-1
396.23,290.51,0,0,30119,1,8.33,3.33,-1,-1
396.22,290.4,0,0,30110,1,8.34,3.34,-1,-1
396.2,290.3,0,0,30100,1,8.35,3.35,-1,-1
396.19,290.2,0,0,30091,1,8.36,3.36,-1,-1
396.18,290.09,0,0,30081,1,8.37,3.37,-1,-1
396.16,289.99,0,0,30072,1,8.38,3.38,-1,-1
396.15,289.88,0,0,30063,1,8.39,3.39,-1,-1
396.13,289.78,0,0,30053,1,8.4,3.4,-1,-1
396.09,289.6,0,0,30039,1,8.41,3.41,-1,-1
396.05,289.43,0,0,30025,1,8.42,3.42,-1,-1
396.01,289.26,0,0,30010,1,8.43,3.43,-1,-1
395.97,289.08,0,0,29996,1,8.44,3.44,-1,-1
395.92,288.91,0,0,29982,1,8.45,3.45,-1,-1
395.88,288.73,0,0,29968,1,8.46,3.46,-1,-1
395.84,288.56,0,0,29954,1,8.47,3.47,-1,-1
395.8,288.38,0,0,29939,1,8.48,3.48,-1,-1
395.76,288.21,0,0,29925,1,8.49,3.49,-1,-1
395.71,288.04,0,0,29911,1,8.5,3.5,-1,-1
395.59,287.69,0,0,29885,1,8.51,3.51,-1,-1
395.47,287.35,0,0,29859,1,8.52,3.52,-1,-1
395.35,287.01,0,0,29833,1,8.53,3.53,-1,-1
395.22,286.67,0,0,29806,1,8.54,3.54,-1,-1
395.1,286.33,0,0,29780,1,8.55,3.55,-1,-1
394.98,285.99,0,0,29754,1,8.56,3.56,-1,-1
394.86,285.65,0,0,29728,1,8.57,3.57,-1,-1
394.73,285.31,0,0,29702,1,8.58,3.58,-1,-1
394.61,284.97,0,0,29676,1,8.59,3.59,-1,-1
394.49,284.63,0,0,29650,1,8.6,3.6,-1,-1
394.21,283.84,0,0,29592,1,8.61,3.61,-1,-1
393.94,283.05,0,0,29534,1,8.62,3.62,-1,-1
393.67,282.27,0,0,29477,1,8.63,3.63,-1,-1
393.4,281.48,0,0,29419,1,8.64,3.64,-1,-1
393.12,280.69,0,0,29361,1,8.65,3.65,-1,-1
392.85,279.9,0,0,29303,1,8.66,3.66,-1,-1
392.58,279.12,0,0,29246,1,8.67,3.67,-1,-1
392.3,278.33,0,0,29188,1,8.68,3.68,-1,-1
392.03,277.54,0,0,29130,1,8.69,3.69,-1,-1
391.76,276.76,0,0,29073,1,8.7,3.7,-1,-1
391.15,274.68,0,0,28914,1,8.71,3.71,-1,-1
390.53,272.6,0,0,28756,1,8.72,3.72,-1,-1
389.92,270.52,0,0,28597,1,8.73,3.73,-1,-1
389.31,268.44,0,0,28439,1,8.74,3.74,-1,-1
388.7,266.36,0,0,28280,1,8.75,3.75,-1,-1
388.09,264.28,0,0,28122,1,8.76,3.76,-1,-1
387.48,262.2,0,0,27963,1,8.77,3.77,-1,-1
386.87,260.12,0,0,27805,1,8.78,3.78,-1,-1
386.25,258.04,0,0,27646,1,8.79,3.79,-1,-1
385.64,255.96,0,0,27488,1,8.8,3.8,-1,-1
383.3,250.14,0,0,26959,1,8.81,3.81,-1,-1
380.95,244.32,0,0,26430,1,8.82,3.82,-1,-1
378.6,238.5,0,0,25901,1,8.83,3.83,-1,-1
376.26,232.68,0,0,25372,1,8.84,3.84,-1,-1
373.91,226.85,0,0,24843,1,8.85,3.85,-1,-1
371.57,221.03,0,0,24314,1,8.86,3.86,-1,-1
369.22,215.21,0,0,23785,1,8.87,3.87,-1,-1
366.87,209.39,0,0,23256,1,8.88,3.88,-1,-1
364.53,203.57,0,0,22727,1,8.89,3.89,-1,-1
362.18,197.75,0,0,22198,1,8.9,3.9,-1,-1
357.73,187.88,0,0,21463,1,8.91,3.91,-1,-1
353.27,178.01,0,0,20729,1,8.92,3.92,-1,-1
348.82,168.14,0,0,19994,1,8.93,3.93,-1,-1
344.36,158.27,0,0,19260,1,8.94,3.94,-1,-1
339.91,148.4,0,0,18526,1,8.95,3.95,-1,-1
335.45,138.53,0,0,17791,1,8.96,3.96,-1,-1
331,128.66,0,0,17057,1,8.97,3.97,-1,-1
326.54,118.79,0,0,16323,1,8.98,3.98,-1,-1
322.09,108.92,0,0,15588,1,8.99,3.99,-1,-1
317.64,99.055,0,0,14854,1,9,4,-1,-1
314.53,91.676,0,0,14463,1,9.01,4.01,-1,-1
311.43,84.298,0,0,14073,1,9.02,4.02,-1,-1
308.33,76.92,0,0,13682,1,9.03,4.03,-1,-1
305.23,69.541,0,0,13292,1,9.04,4.04,-1,-1
302.13,62.163,0,0,12901,1,9.05,4.05,-1,-1
299.03,54.785,0,0,12511,1,9.06,4.06,-1,-1
295.93,47.406,0,0,12120,1,9.07,4.07,-1,-1
292.82,40.028,0,0,11730,1,9.08,4.08,-1,-1
289.72,32.649,0,0,11339,1,9.09,4.09,-1,-1
286.62,25.271,0,0,10949,1,9.1,4.1,-1,-1
285.96,23.159,0,0,10870,1,9.11,4.11,-1,-1
285.3,21.047,0,0,10791,1,9.12,4.12,-1,-1
284.64,18.935,0,0,10712,1,9.13,4.13,-1,-1
283.99,16.823,0,0,10633,1,9.14,4.14,-1,-1
283.33,14.711,0,0,10554,1,9.15,4.15,-1,-1
282.67,12.599,0,0,10475,1,9.16,4.16,-1,-1
282.01,10.486,0,0,10396,1,9.17,4.17,-1,-1
281.35,8.3744,0,0,10317,1,9.18,4.18,-1,-1
280.69,6.2622,0,0,10238,1,9.19,4.19,-1,-1
280.03,4.1502,0,0,10159,1,9.2,4.2,-1,-1
279.92,3.7982,0,0,10146,1,9.21,4.21,-1,-1
279.81,3.4462,0,0,10132,1,9.22,4.22,-1,-1
279.7,3.0943,0,0,10119,1,9.23,4.23,-1,-1
279.59,2.7423,0,0,10105,1,9.24,4.24,-1,-1
279.48,2.3903,0,0,10092,1,9.25,4.25,-1,-1
279.37,2.0383,0,0,10078,1,9.26,4.26,-1,-1
279.27,1.6863,0,0,10064,1,9.27,4.27,-1,-1
279.16,1.3344,0,0,10051,1,9.28,4.28,-1,-1
279.05,0.98238,0,0,10037,1,9.29,4.29,-1,-1
278.94,0.63039,0,0,10024,1,9.3,4.3,-1,-1
278.92,0.57668,0,0,10022,1,9.31,4.31,-1,-1
278.9,0.52295,0,0,10020,1,9.32,4.32,-1,-1
278.89,0.46923,0,0,10018,1,9.33,4.33,-1,-1
278.87,0.41551,0,0,10016,1,9.34,4.34,-1,-1
278.86,0.36179,0,0,10014,1,9.35,4.35,-1,-1
278.84,0.30807,0,0,10012,1,9.36,4.36,-1,-1
278.82,0.25435,0,0,10010,1,9.37,4.37,-1,-1
278.81,0.20063,0,0,10008,1,9.38,4.38,-1,-1
278.79,0.14691,0,0,10006,1,9.39,4.39,-1,-1
278.77,0.093184,0,0,10004,1,9.4,4.4,-1,-1
278.77,0.08524,0,0,10003,1,9.41,4.41,-1,-1
278.77,0.077295,0,0,10003,1,9.42,4.42,-1,-1
278.77,0.069351,0,0,10003,1,9.43,4.43,-1,-1
278.76,0.061407,0,0,10002,1,9.44,4.44,-1,-1
278.76,0.053463,0,0,10002,1,9.45,4.45,-1,-1
278.76,0.045519,0,0,10002,1,9.46,4.46,-1,-1
278.76,0.037575,0,0,10001,1,9.47,4.47,-1,-1
278.75,0.02963,0,0,10001,1,9.48,4.48,-1,-1
278.75,0.021686,0,0,10001,1,9.49,4.49,-1,-1
278.75,0.013742,0,0,10000,1,9.5,4.5,-1,-1
278.75,0.01257,0,0,10000,1,9.51,4.51,-1,-1
278.75,0.011399,0,0,10000,1,9.52,4.52,-1,-1
278.75,0.010228,0,0,10000,1,9.53,4.53,-1,-1
278.75,0.0090566,0,0,10000,1,9.54,4.54,-1,-1
278.75,0.0078853,0,0,10000,1,9.55,4.55,-1,-1
278.75,0.006714,0,0,10000,1,9.56,4.56,-1,-1
278.75,0.0055428,0,0,10000,1,9.57,4.57,-1,-1
278.75,0.0043715,0,0,10000,1,9.58,4.58,-1,-1
278.75,0.0032002,0,0,10000,1,9.59,4.59,-1,-1
278.75,0.002029,0,0,10000,1,9.6,4.6,-1,-1
278.75,0.0018561,0,0,10000,1,9.61,4.61,-1,-1
278.75,0.0016832,0,0,10000,1,9.62,4.62,-1,-1
278.75,0.0015103,0,0,10000,1,9.63,4.63,-1,-1
278.75,0.0013373,0,0,10000,1,9.64,4.64,-1,-1
278.75,0.0011644,0,0,10000,1,9.65,4.65,-1,-1
278.75,0.00099152,0,0,10000,1,9.66,4.66,-1,-1
278.75,0.00081861,0,0,10000,1,9.67,4.67,-1,-1
278.75,0.0006457,0,0,10000,1,9.68,4.68,-1,-1
278.75,0.00047278,0,0,10000,1,9.69,4.69,-1,-1
278.75,0.00029987,0,0,10000,1,9.7,4.7,-1,-1
278.75,0.00027432,0,0,10000,1,9.71,4.71,-1,-1
278.75,0.00024877,0,0,10000,1,9.72,4.72,-1,-1
278.75,0.00022322,0,0,10000,1,9.73,4.73,-1,-1
278.75,0.00019766,0,0,10000,1,9.74,4.74,-1,-1
278.75,0.00017211,0,0,10000,1,9.75,4.75,-1,-1
278.75,0.00014656,0,0,10000,1,9.76,4.76,-1,-1
278.75,0.00012101,0,0,10000,1,9.77,4.77,-1,-1
278.75,9.5452e-05,0,0,10000,1,9.78,4.78,-1,-1
278.75,6.99e-05,0,0,10000,1,9.79,4.79,-1,-1
278.75,4.4347e-05,0,0,10000,1,9.8,4.8,-1,-1
278.75,4.056e-05,0,0,10000,1,9.81,4.81,-1,-1
278.75,3.6774e-05,0,0,10000,1,9.82,4.82,-1,-1
278.75,3.2987e-05,0,0,10000,1,9.83,4.83,-1,-1
278.75,2.9201e-05,0,0,10000,1,9.84,4.84,-1,-1
278.75,2.5414e-05,0,0,10000,1,9.85,4.85,-1,-1
278.75,2.1628e-05,0,0,10000,1,9.86,4.86,-1,-1
278.75,1.7841e-05,0,0,10000,1,9.87,4.87,-1,-1
278.75,1.4055e-05,0,0,10000,1,9.88,4.88,-1,-1
278.75,1.0268e-05,0,0,10000,1,9.89,4.89,-1,-1
278.75,6.4819e-06,0,0,10000,1,9.9,4.9,-1,-1
278.75,5.9846e-06,0,0,10000,1,9.91,4.91,-1,-1
278.75,5.4872e-06,0,0,10000,1,9.92,4.92,-1,-1
278.75,4.9899e-06,0,0,10000,1,9.93,4.93,-1,-1
278.75,4.4925e-06,0,0,10000,1,9.94,4.94,-1,-1
278.75,3.9952e-06,0,0,10000,1,9.95,4.95,-1,-1
278.75,3.4979e-06,0,0,10000,1,9.96,4.96,-1,-1
278.75,3.0005e-06,0,0,10000,1,9.97,4.97,-1,-1
278.75,2.5032e-06,0,0,10000,1,9.98,4.98,-1,-1
278.75,2.0059e-06,0,0,10000,1,9.99,4.99,-1,-1
278.75,1.5085e-06,0,0,10000,1,10,5,-1,-1
